code_wilaya,nom_wilaya,code_commune,nom_commune,nom_commune_ar,daira,daira_ar
35,Boumerdès,3525,Beni Amrane,بني عمران,Thenia,الثنية
35,Boumerdès,3531,Khemis El Khechna,خميس الخشنة,Khemis El Khechna,خميس الخشنة
35,Boumerdès,3524,Ammal,عمال,Thenia,الثنية
35,Boumerdès,3515,Timezrit,تيمزريت,Isser,يسر
35,Boumerdès,3510,Zemmouri,زموري,Bordj Menaiel,برج منايل
35,Boumerdès,3518,Larbatache,الاربعطاش,Khemis El Khechna,خميس الخشنة
35,Boumerdès,3509,Isser,يسر,Isser,يسر
35,Boumerdès,3513,Chabet El Ameur,شعبة العامر,Isser,يسر
35,Boumerdès,3521,Ouled Aissa,أولاد عيسى,Naciria,الناصرية
35,Boumerdès,3507,Naciria,الناصرية,Naciria,الناصرية
35,Boumerdès,3519,Bouzegza Keddara,بوزقزة قدارة,Boudouaou,بودواو
35,Boumerdès,3526,Souk El Had,سوق الحد,Thenia,الثنية
35,Boumerdès,3506,Sidi Daoud,سيدي داود,Baghlia,بغلية
35,Boumerdès,3505,Baghlia,بغلية,Baghlia,بغلية
35,Boumerdès,3529,Leghata,لقاطة,Bordj Menaiel,برج منايل
35,Boumerdès,3508,Djinet,جنات,Bordj Menaiel,برج منايل
35,Boumerdès,3512,Tidjelabine,تيجلابين,Boumerdes,بومرداس
35,Boumerdès,3511,Si Mustapha,سي مصطفى,Isser,يسر
35,Boumerdès,3528,Ouled Hedadj,أولاد هداج,Boudouaou,بودواو
35,Boumerdès,3517,Ouled Moussa,أولاد موسى,Khemis El Khechna,خميس الخشنة
35,Boumerdès,3501,Boumerdes,بومرداس,Boumerdes,بومرداس
35,Boumerdès,3516,Corso,قورصو,Boumerdes,بومرداس
35,Boumerdès,3504,Bordj Menaiel,برج منايل,Bordj Menaiel,برج منايل
35,Boumerdès,3502,Boudouaou,بودواو,Boudouaou,بودواو
35,Boumerdès,3527,Boudouaou El Bahri,بودواو البحري,Boudouaou,بودواو
35,Boumerdès,3520,Taourga,تاورقة,Baghlia,بغلية
35,Boumerdès,3530,Hammedi,حمادي,Khemis El Khechna,خميس الخشنة
36,El Tarf,3606,Ain El Assel,عين العسل,El Tarf,الطارف
36,El Tarf,3604,Bougous,بوقوس,El Tarf,الطارف
36,El Tarf,3601,El Tarf,الطارف,El Tarf,الطارف
36,El Tarf,3620,Zitouna,الزيتونة,El Tarf,الطارف
36,El Tarf,3616,Besbes,البسباس,Besbes,البسباس
36,El Tarf,3621,Ain Kerma,عين الكرمة,Bouhadjar,بوحجار
36,El Tarf,3602,Bouhadjar,بوحجار,Bouhadjar,بوحجار
36,El Tarf,3623,Hammam Beni Salah,حمام بني صالح,Bouhadjar,بوحجار
36,El Tarf,3622,Oued Zitoun,وادي الزيتون,Bouhadjar,بوحجار
36,El Tarf,3603,Ben M Hidi,بن مهيدي,Ben M'hidi,بن مهيدي
36,El Tarf,3610,Berrihane,بريحان,Ben M'hidi,بن مهيدي
36,El Tarf,3615,Chebaita Mokhtar,شبيطة مختار,Drean,الذرعان
36,El Tarf,3618,Echatt,الشط,Ben M'hidi,بن مهيدي
36,El Tarf,3607,El Aioun,العيون,El Kala,القالة
36,El Tarf,3605,El Kala,القالة,El Kala,القالة
36,El Tarf,3609,Souarekh,السوارخ,El Kala,القالة
36,El Tarf,3619,Zerizer,زريزر,Besbes,البسباس
36,El Tarf,3608,Bouteldja,بوثلجة,Bouteldja,بوثلجة
36,El Tarf,3612,Chefia,الشافية,Bouteldja,بوثلجة
36,El Tarf,3611,Lac Des Oiseaux,بحيرة الطيور,Bouteldja,بوثلجة
36,El Tarf,3614,Chihani,شحاني,Drean,الذرعان
36,El Tarf,3624,Raml Souk,رمل السوق,El Kala,القالة
36,El Tarf,3617,Asfour,عصفور,Besbes,البسباس
36,El Tarf,3613,Drean,الذرعـان,Drean,الذرعان
37,Tindouf,3701,Tindouf,تندوف,Tindouf,تندوف
37,Tindouf,3702,Oum El Assel,أم العسل,Tindouf,تندوف
38,Tissemsilt,3811,Khemisti,خميستي,Khemisti,خميستي
38,Tissemsilt,3803,Theniet El Had,ثنية الاحد,Theniet El Had,ثنية الاحد
38,Tissemsilt,3812,Ouled Bessam,أولاد بسام,Tissemsilt,تيسمسيلت
38,Tissemsilt,3815,Sidi Boutouchent,سيدي بوتوشنت,Theniet El Had,ثنية الاحد
38,Tissemsilt,3801,Tissemsilt,تيسمسيلت,Tissemsilt,تيسمسيلت
38,Tissemsilt,3808,Sidi Lantri,سيدي العنتري,Lardjem,لرجام
38,Tissemsilt,3805,Beni Chaib,بني شعيب,Bordj Bounaama,برج بونعامة
38,Tissemsilt,3822,Beni Lahcene,بني لحسن,Bordj Bounaama,برج بونعامة
38,Tissemsilt,3818,Sidi Abed,سيدي عابد,Ammari,عماري
38,Tissemsilt,3820,Sidi Slimane,سيدي سليمان,Bordj Bounaama,برج بونعامة
38,Tissemsilt,3821,Boucaid,بوقائد,Lazharia,الأزهرية
38,Tissemsilt,3816,Larbaa,الأربعاء,Lazharia,الأزهرية
38,Tissemsilt,3804,Lazharia,الأزهرية,Lazharia,الأزهرية
38,Tissemsilt,3806,Lardjem,لرجام,Lardjem,لرجام
38,Tissemsilt,3807,Melaab,الملعب,Lardjem,لرجام
38,Tissemsilt,3810,Layoune,العيون,Khemisti,خميستي
38,Tissemsilt,3819,Tamellahet,تملاحت,Lardjem,لرجام
38,Tissemsilt,3814,Youssoufia,اليوسفية,Bordj Emir Abdelkader,برج الأمير عبد القادر
38,Tissemsilt,3809,Bordj El Emir Abdelkader,برج الأمير عبد القادر,Bordj Emir Abdelkader,برج الأمير عبد القادر
38,Tissemsilt,3813,Ammari,عماري,Ammari,عماري
38,Tissemsilt,3817,Maacem,المعاصم,Ammari,عماري
38,Tissemsilt,3802,Bordj Bounaama,برج بونعامة,Bordj Bounaama,برج بونعامة
39,El Oued,3915,Douar El Maa,دوار الماء,Taleb Larbi,الطالب العربي
39,El Oued,3925,El Ogla,العقلة,Robbah,الرباح
39,El Oued,3918,Magrane,المقرن,Magrane,المقرن
39,El Oued,3916,Sidi Aoun,سيدي عون,Magrane,المقرن
39,El Oued,3926,Mih Ouansa,اميه وانسة,Mih Ouensa,اميه وانسة
39,El Oued,3907,Kouinine,كوينين,El Oued,الوادي
39,El Oued,3904,Bayadha,البياضة,Bayadha,البياضة
39,El Oued,3905,Nakhla,النخلة,Robbah,الرباح
39,El Oued,3902,Robbah,الرباح,Robbah,الرباح
39,El Oued,3906,Guemar,قمار,Guemar,قمار
39,El Oued,3919,Ben Guecha,بن قشة,Taleb Larbi,الطالب العربي
39,El Oued,3920,Ourmes,ورماس,Guemar,قمار
39,El Oued,3910,Taghzout,تغزوت,Guemar,قمار
39,El Oued,3909,Hamraia,الحمراية,Reguiba,الرقيبة
39,El Oued,3908,Reguiba,الرقيبة,Reguiba,الرقيبة
39,El Oued,3911,Debila,الدبيلة,Debila,الدبيلة
39,El Oued,3912,Hassani Abdelkrim,حساني عبد الكريم,Debila,الدبيلة
39,El Oued,3913,Hassi Khalifa,حاسي خليفة,Hassi Khalifa,حاسي خليفة
39,El Oued,3917,Trifaoui,الطريفاوي,Hassi Khalifa,حاسي خليفة
39,El Oued,3914,Taleb Larbi,الطالب العربي,Taleb Larbi,الطالب العربي
39,El Oued,3903,Oued El Alenda,وادي العلندة,Mih Ouensa,اميه وانسة
39,El Oued,3901,El-Oued,الوادي,El Oued,الوادي
40,Khenchela,4020,Khirane,خيران,Chechar,ششار
40,Khenchela,4013,Babar,بابار,Babar,بابار
40,Khenchela,4017,El Mahmal,المحمل,Ouled Rechache,أولاد رشاش
40,Khenchela,4016,Ouled Rechache,أولاد رشاش,Ouled Rechache,أولاد رشاش
40,Khenchela,4012,Djellal,جلال,Chechar,ششار
40,Khenchela,4019,Yabous,يابوس,Bouhmama,بوحمامة
40,Khenchela,4001,Khenchela,خنشلة,Khenchela,خنشلة
40,Khenchela,4003,Kais,قايس,Kais,قايس
40,Khenchela,4021,Chelia,شلية,Bouhmama,بوحمامة
40,Khenchela,4010,Remila,الرميلة,Kais,قايس
40,Khenchela,4007,Taouzianat,تاوزيانت,Kais,قايس
40,Khenchela,4004,Baghai,بغاي,El Hamma,الحامة
40,Khenchela,4005,El Hamma,الحامة,El Hamma,الحامة
40,Khenchela,4015,Ensigha,انسيغة,El Hamma,الحامة
40,Khenchela,4014,Tamza,طامزة,El Hamma,الحامة
40,Khenchela,4006,Ain Touila,عين الطويلة,Ain Touila,عين الطويلة
40,Khenchela,4002,M'toussa,متوسة,Ain Touila,عين الطويلة
40,Khenchela,4008,Bouhmama,بوحمامة,Bouhmama,بوحمامة
40,Khenchela,4009,El Oueldja,الولجة,Chechar,ششار
40,Khenchela,4018,M'sara,مصارة,Bouhmama,بوحمامة
40,Khenchela,4011,Chechar,ششار,Chechar,ششار
41,Souk Ahras,4101,Souk Ahras,سوق أهراس,Souk Ahras,سوق أهراس
41,Souk Ahras,4118,Ain Soltane,عين سلطان,Sedrata,سدراتة
41,Souk Ahras,4102,Sedrata,سدراتة,Sedrata,سدراتة
41,Souk Ahras,4103,Hanencha,الحنانشة,Mechroha,المشروحة
41,Souk Ahras,4104,Machroha,المشروحة,Mechroha,المشروحة
41,Souk Ahras,4117,Ain Zana,عين الزانة,Ouled Driss,أولاد إدريس
41,Souk Ahras,4105,Ouled Driss,أولاد إدريس,Ouled Driss,أولاد إدريس
41,Souk Ahras,4125,Terraguelt,ترقالت,Oum El Adhaim,أم العظايم
41,Souk Ahras,4116,Oum El Adhaim,أم العظايم,Oum El Adhaim,أم العظايم
41,Souk Ahras,4124,Oued Kebrit,وادي الكبريت,Oum El Adhaim,أم العظايم
41,Souk Ahras,4106,Tiffech,تيفاش,M'daourouche,مداوروش
41,Souk Ahras,4122,Ragouba,الراقوبة,M'daourouche,مداوروش
41,Souk Ahras,4109,Drea,الدريعة,Taoura,تاورة
41,Souk Ahras,4108,Taoura,تاورة,Taoura,تاورة
41,Souk Ahras,4107,Zaarouria,الزعرورية,Taoura,تاورة
41,Souk Ahras,4110,Haddada,الحدادة,Haddada,الحدادة
41,Souk Ahras,4111,Khedara,الخضارة,Haddada,الحدادة
41,Souk Ahras,4113,Ouled Moumen,أولاد مومن,Haddada,الحدادة
41,Souk Ahras,4112,Merahna,المراهنة,Merahna,المراهنة
41,Souk Ahras,4119,Ouillen,ويلان,Merahna,المراهنة
41,Souk Ahras,4120,Sidi Fredj,سيدي فرج,Merahna,المراهنة
41,Souk Ahras,4114,Bir Bouhouche,بئر بوحوش,Bir Bouhouche,بئر بوحوش
41,Souk Ahras,4121,Safel El Ouiden,سافل الويدان,Bir Bouhouche,بئر بوحوش
41,Souk Ahras,4123,Khemissa,خميسة,Sedrata,سدراتة
41,Souk Ahras,4115,M'daourouche,مداوروش,M'daourouche,مداوروش
41,Souk Ahras,4126,Zouabi,الزوابي,Bir Bouhouche,بئر بوحوش
42,Tipaza,4208,Hadjout,حجوط,Hadjout,حجوط
42,Tipaza,4216,Merad,مراد,Hadjout,حجوط
42,Tipaza,4202,Menaceur,مناصر,Sidi Amar,سيدي أعمر
42,Tipaza,4207,Aghbal,أغبال,Gouraya,قوراية
42,Tipaza,4211,Nador,الناظور,Sidi Amar,سيدي أعمر
42,Tipaza,4209,Sidi-Amar,سيدي عامر,Sidi Amar,سيدي أعمر
42,Tipaza,4210,Gouraya,قوراية,Gouraya,قوراية
42,Tipaza,4222,Messelmoun,مسلمون,Gouraya,قوراية
42,Tipaza,4214,Cherchell,شرشال,Cherchell,شرشال
42,Tipaza,4228,Hadjret Ennous,حجرة النص,Cherchell,شرشال
42,Tipaza,4221,Sidi Ghiles,سيدي غيلاس,Cherchell,شرشال
42,Tipaza,4215,Damous,الداموس,Damous,الداموس
42,Tipaza,4203,Larhat,الأرهاط,Damous,الداموس
42,Tipaza,4217,Fouka,فوكة,Fouka,فوكة
42,Tipaza,4213,Ain Tagourait,عين تاقورايت,Bou Ismail,بواسماعيل
42,Tipaza,4220,Bou Haroun,بوهارون,Bou Ismail,بواسماعيل
42,Tipaza,4218,Bou Ismail,بواسماعيل,Bou Ismail,بواسماعيل
42,Tipaza,4206,Khemisti,خميستي,Bou Ismail,بواسماعيل
42,Tipaza,4219,Ahmer El Ain,أحمر العين,Ahmar El Ain,أحمر العين
42,Tipaza,4205,Bourkika,بورقيقة,Ahmar El Ain,أحمر العين
42,Tipaza,4204,Douaouda,دواودة,Fouka,فوكة
42,Tipaza,4223,Sidi Rached,سيدي راشد,Ahmar El Ain,أحمر العين
42,Tipaza,4225,Attatba,الحطاطبة,Kolea,القليعة
42,Tipaza,4212,Chaiba,الشعيبة,Kolea,القليعة
42,Tipaza,4224,Kolea,القليعة,Kolea,القليعة
42,Tipaza,4226,Sidi Semiane,سيدي سميان,Cherchell,شرشال
42,Tipaza,4201,Tipaza,تيبازة,Tipaza,تيبازة
42,Tipaza,4227,Beni Mileuk,بني ميلك,Damous,الداموس
43,Mila,4326,El Mechira,مشيرة,Teleghma,التلاغمة
43,Mila,4329,El Ayadi Barbes,العياضي برباس,Ain Beida Harriche,عين البيضاء أحريش
43,Mila,4330,Ain Beida Harriche,عين البيضاء أحريش,Ain Beida Harriche,عين البيضاء أحريش
43,Mila,4316,Tassala Lematai,تسالة لمطاعي,Terrai Bainen,ترعي باينان
43,Mila,4323,Terrai Bainen,ترعي باينان,Terrai Bainen,ترعي باينان
43,Mila,4322,Amira Arres,اعميرة اراس,Terrai Bainen,ترعي باينان
43,Mila,4319,Tassadane Haddada,تسدان حدادة,Tassadane Haddada,تسدان حدادة
43,Mila,4321,Minar Zarza,مينار زارزة,Tassadane Haddada,تسدان حدادة
43,Mila,4318,Sidi Merouane,سيدي مروان,Sidi Merouane,سيدي مروان
43,Mila,4332,Chigara,الشيقارة,Sidi Merouane,سيدي مروان
43,Mila,4324,Hamala,حمالة,Grarem Gouga,القرارم قوقة
43,Mila,4317,Grarem Gouga,القرارم قوقة,Grarem Gouga,القرارم قوقة
43,Mila,4313,Tiberguent,تيبرقنت,Rouached,الرواشد
43,Mila,4315,Rouached,الرواشد,Rouached,الرواشد
43,Mila,4320,Derrahi Bousselah,دراحي بوصلاح,Bouhatem,بوحاتم
43,Mila,4328,Zeghaia,زغاية,Oued Endja,وادي النجاء
43,Mila,4310,Oued Endja,وادي النجاء,Oued Endja,وادي النجاء
43,Mila,4311,Ahmed Rachedi,أحمد راشدي,Oued Endja,وادي النجاء
43,Mila,4308,Tadjenanet,تاجنانت,Tadjenanet,تاجنانت
43,Mila,4305,Ain Mellouk,عين الملوك,Chelghoum Laid,شلغوم العيد
43,Mila,4312,Ouled Khalouf,أولاد اخلوف,Tadjenanet,تاجنانت
43,Mila,4309,Benyahia Abderrahmane,بن يحي عبد الرحمن,Tadjenanet,تاجنانت
43,Mila,4306,Teleghma,التلاغمة,Teleghma,التلاغمة
43,Mila,4307,Oued Seguen,وادي سقان,Teleghma,التلاغمة
43,Mila,4304,Oued Athmenia,وادي العثمانية,Chelghoum Laid,شلغوم العيد
43,Mila,4325,Ain Tine,عين التين,Mila,ميلة
43,Mila,4303,Chelghoum Laid,شلغوم العيد,Chelghoum Laid,شلغوم العيد
43,Mila,4331,Yahia Beniguecha,يحي بني قشة,Ferdjioua,فرجيوة
43,Mila,4302,Ferdjioua,فرجيوة,Ferdjioua,فرجيوة
43,Mila,4327,Sidi Khelifa,سيدي خليفة,Mila,ميلة
43,Mila,4301,Mila,ميلة,Mila,ميلة
43,Mila,4314,Bouhatem,بوحاتم,Bouhatem,بوحاتم
44,Aïn Defla,4404,Khemis-Miliana,خميس مليانة,Khemis,خميس
44,Aïn Defla,4424,Sidi-Lakhdar,سيدي الأخضر,Khemis,خميس
44,Aïn Defla,4426,Ain-Benian,عين البنيان,Hammam Righa,حمام ريغة
44,Aïn Defla,4423,Ain-Torki,عين التركي,Hammam Righa,حمام ريغة
44,Aïn Defla,4405,Hammam-Righa,حمام ريغة,Hammam Righa,حمام ريغة
44,Aïn Defla,4409,Bourached,بوراشد,Djelida,جليدة
44,Aïn Defla,4427,Hoceinia,الحسينية,Boumedfaa,بومدفع
44,Aïn Defla,4407,Djelida,جليدة,Djelida,جليدة
44,Aïn Defla,4406,Arib,عريب,El Amra,العامرة
44,Aïn Defla,4429,Djemaa Ouled Cheikh,جمعة أولاد الشيخ,Djelida,جليدة
44,Aïn Defla,4408,El-Amra,العامرة,El Amra,العامرة
44,Aïn Defla,4410,El-Attaf,العطاف,El Attaf,العطاف
44,Aïn Defla,4435,Tiberkanine,تبركانين,El Attaf,العطاف
44,Aïn Defla,4433,Ain-Bouyahia,عين بويحيى,El Abadia,العبادية
44,Aïn Defla,4411,El-Abadia,العبادية,El Abadia,العبادية
44,Aïn Defla,4432,Tacheta Zegagha,تاشتة زقاغة,El Abadia,العبادية
44,Aïn Defla,4428,Birbouche,بربوش,Djendel,جندل
44,Aïn Defla,4412,Djendel,جندل,Djendel,جندل
44,Aïn Defla,4425,Ben Allal,بن علال,Miliana,مليانة
44,Aïn Defla,4413,Oued Chorfa,وادي الشرفاء,Djendel,جندل
44,Aïn Defla,4403,Boumedfaa,بومدفع,Boumedfaa,بومدفع
44,Aïn Defla,4414,Ain-Lechiakh,عين الاشياخ,Ain Lechiakh,عين الاشياخ
44,Aïn Defla,4420,Ain-Soltane,عين السلطان,Ain Lechiakh,عين الاشياخ
44,Aïn Defla,4415,Oued Djemaa,واد الجمعة,Ain Lechiakh,عين الاشياخ
44,Aïn Defla,4434,El-Maine,الماين,Rouina,الروينة
44,Aïn Defla,4416,Rouina,الروينة,Rouina,الروينة
44,Aïn Defla,4417,Zeddine,زدين,Rouina,الروينة
44,Aïn Defla,4419,Bir-Ould-Khelifa,بئر ولد خليفة,Bordj El Emir Khaled,برج الأمير خالد
44,Aïn Defla,4422,Bordj-Emir-Khaled,برج الأمير خالد,Bordj El Emir Khaled,برج الأمير خالد
44,Aïn Defla,4421,Tarik-Ibn-Ziad,طارق بن زياد,Bordj El Emir Khaled,برج الأمير خالد
44,Aïn Defla,4431,Bathia,بطحية,Bathia,بطحية
44,Aïn Defla,4436,Belaas,بلعاص,Bathia,بطحية
44,Aïn Defla,4418,Hassania,الحسانية,Bathia,بطحية
44,Aïn Defla,4401,Ain-Defla,عين الدفلى,Ain Defla,عين الدفلى
44,Aïn Defla,4402,Miliana,مليانة,Miliana,مليانة
44,Aïn Defla,4430,Mekhatria,المخاطرية,El Amra,العامرة
45,Naâma,4504,Tiout,تيوت,Ain Sefra,عين الصفراء
45,Naâma,4506,Moghrar,مغرار,Moghrar,مغرار
45,Naâma,4507,Asla,عسلة,Asla,عسلة
45,Naâma,4511,Kasdir,القصدير,Mekmen Ben Amar,مكمن بن عمار
45,Naâma,4510,Makmen Ben Amar,مكمن بن عمار,Mekmen Ben Amar,مكمن بن عمار
45,Naâma,4503,Ain Sefra,عين الصفراء,Ain Sefra,عين الصفراء
45,Naâma,4502,Mecheria,المشرية,Mecheria,المشرية
45,Naâma,4512,El Biodh,البيوض,Mecheria,المشرية
45,Naâma,4509,Ain Ben Khelil,عين بن خليل,Mecheria,المشرية
45,Naâma,4501,Naama,النعامة,Naama,النعامة
45,Naâma,4508,Djenienne Bourezg,جنين بورزق,Moghrar,مغرار
45,Naâma,4505,Sfissifa,سفيسيفة,Sfissifa,سفيسيفة
46,Aïn Témouchent,4615,Sidi Boumediene,سيدي بومدين,Ain Larbaa,عين الأربعاء
46,Aïn Témouchent,4610,Tamzoura,تامزورة,Ain Larbaa,عين الأربعاء
46,Aïn Témouchent,4602,Chaabat El Ham,شعبة اللحم,El Maleh,المالح
46,Aïn Témouchent,4614,El Maleh,المالح,El Maleh,المالح
46,Aïn Témouchent,4603,Ouled Kihal,أولاد الكيحل,El Maleh,المالح
46,Aïn Témouchent,4611,Chentouf,شنتوف,Hammam Bou Hadjar,حمام بوحجر
46,Aïn Témouchent,4608,Terga,تارقة,El Maleh,المالح
46,Aïn Témouchent,4616,Oued Sebbah,وادي الصباح,Ain Larbaa,عين الأربعاء
46,Aïn Témouchent,4619,El Amria,العامرية,El Amria,العامرية
46,Aïn Témouchent,4620,Hassi El Ghella,حاسي الغلة,El Amria,العامرية
46,Aïn Témouchent,4617,Ouled Boudjemaa,أولاد بوجمعة,El Amria,العامرية
46,Aïn Témouchent,4607,Aghlal,أغلال,Ain Kihel,عين الكيحل
46,Aïn Témouchent,4622,Ain Kihal,عين الكيحل,Ain Kihel,عين الكيحل
46,Aïn Témouchent,4618,Ain Tolba,عين الطلبة,Ain Kihel,عين الكيحل
46,Aïn Témouchent,4613,Aoubellil,عقب الليل,Ain Kihel,عين الكيحل
46,Aïn Témouchent,4623,Beni Saf,بني صاف,Beni Saf,بني صاف
46,Aïn Témouchent,4621,Hassasna,الحساسنة,Hammam Bou Hadjar,حمام بوحجر
46,Aïn Témouchent,4627,Emir Abdelkader,الأمير عبد القادر,Beni Saf,بني صاف
46,Aïn Témouchent,4624,Sidi Safi,سيدي صافي,Beni Saf,بني صاف
46,Aïn Témouchent,4625,Oulhaca El Gheraba,ولهاصة الغرابة,Oulhassa Gheraba,ولهاصة الغرابة
46,Aïn Témouchent,4626,Sidi Ouriache,سيدي ورياش,Oulhassa Gheraba,ولهاصة الغرابة
46,Aïn Témouchent,4609,Ain El Arbaa,عين الأربعاء,Ain Larbaa,عين الأربعاء
46,Aïn Témouchent,4628,El Messaid,المساعيد,El Amria,العامرية
46,Aïn Témouchent,4606,Oued Berkeche,وادي برقش,Hammam Bou Hadjar,حمام بوحجر
46,Aïn Témouchent,4612,Sidi Ben Adda,سيدي بن عدة,Ain Temouchent,عين تموشنت
46,Aïn Témouchent,4601,Ain Temouchent,عين تموشنت,Ain Temouchent,عين تموشنت
46,Aïn Témouchent,4605,Bouzedjar,بوزجار,El Amria,العامرية
46,Aïn Témouchent,4604,Hammam Bou Hadjar,حمام بوحجر,Hammam Bou Hadjar,حمام بوحجر
47,Ghardaïa,4707,Dhayet Bendhahoua,ضاية بن ضحوة,Dhayet Ben Dhahoua,ضاية بن ضحوة
47,Ghardaïa,4713,Mansoura,المنصورة,Mansourah,المنصورة
47,Ghardaïa,4712,El Atteuf,العطف,Bounoura,بونورة
47,Ghardaïa,4710,Bounoura,بونورة,Bounoura,بونورة
47,Ghardaïa,4708,Zelfana,زلفانة,Zelfana,زلفانة
47,Ghardaïa,4702,El Guerrara,القرارة,El Guerrara,القرارة
47,Ghardaïa,4709,Sebseb,سبسب,Metlili,متليلي
47,Ghardaïa,4705,Metlili,متليلي,Metlili,متليلي
47,Ghardaïa,4704,Berriane,بريان,Berriane,بريان
47,Ghardaïa,4701,Ghardaia,غرداية,Ghardaia,غرداية
48,Relizane,4815,El-Guettar,القطار,Mazouna,مازونة
48,Relizane,4805,Ouled Aiche,أولاد يعيش,Ammi Moussa,عمي موسى
48,Relizane,4813,Beni Dergoun,بني درقن,Zemmoura,زمورة
48,Relizane,4832,Dar Ben Abdelah,دار بن عبد الله,Zemmoura,زمورة
48,Relizane,4812,Zemmoura,زمورة,Zemmoura,زمورة
48,Relizane,4814,Djidiouia,جديوية,Djidiouia,جديوية
48,Relizane,4816,Hamri,حمري,Djidiouia,جديوية
48,Relizane,4803,Belaassel Bouzagza,بلعسل بوزقزة,El Matmar,المطمر
48,Relizane,4817,El-Matmar,المطمر,El Matmar,المطمر
48,Relizane,4810,Sidi Khettab,سيدي خطاب,El Matmar,المطمر
48,Relizane,4818,Sidi M'hamed Benaouda,سيدي امحمد بن عودة,El Matmar,المطمر
48,Relizane,4819,Ain-Tarek,عين طارق,Ain Tarek,عين طارق
48,Relizane,4834,Had Echkalla,حد الشكالة,Ain Tarek,عين طارق
48,Relizane,4836,El Ouldja,الولجة,Ammi Moussa,عمي موسى
48,Relizane,4822,Mazouna,مازونة,Mazouna,مازونة
48,Relizane,4824,Ain Rahma,عين الرحمة,Yellel,يلل
48,Relizane,4823,Kalaa,القلعة,Yellel,يلل
48,Relizane,4804,Sidi Saada,سيدي سعادة,Yellel,يلل
48,Relizane,4825,Yellel,يلل,Yellel,يلل
48,Relizane,4831,Souk El Had,سوق الحد,Ramka,الرمكة
48,Relizane,4828,Mendes,منداس,Mendes,منداس
48,Relizane,4820,Oued Essalem,وادي السلام,Mendes,منداس
48,Relizane,4806,Sidi Lazreg,سيدي لزرق,Mendes,منداس
48,Relizane,4811,Ammi Moussa,عمي موسى,Ammi Moussa,عمي موسى
48,Relizane,4821,Ouarizane,واريزان,Oued Rhiou,وادي رهيو
48,Relizane,4837,Merdja Sidi Abed,مرجة سيدي عابد,Oued Rhiou,وادي رهيو
48,Relizane,4838,Ouled Sidi Mihoub,أولاد سيدي الميهوب,Djidiouia,جديوية
48,Relizane,4835,Bendaoud,بن داود,Relizane,غليزان
48,Relizane,4802,Oued-Rhiou,وادي رهيو,Oued Rhiou,وادي رهيو
48,Relizane,4833,El Hassi,الحاسي,Ammi Moussa,عمي موسى
48,Relizane,4808,Sidi M'hamed Benali,سيدي أمحمد بن علي,Sidi M'hamed Ben Ali,سيدي أمحمد بن علي
48,Relizane,4809,Mediouna,مديونة,Sidi M'hamed Ben Ali,سيدي أمحمد بن علي
48,Relizane,4830,Beni Zentis,بني زنطيس,Sidi M'hamed Ben Ali,سيدي أمحمد بن علي
48,Relizane,4826,Oued El Djemaa,وادي الجمعة,El H'madna,الحمادنة
48,Relizane,4829,Lahlef,لحلاف,Oued Rhiou,وادي رهيو
48,Relizane,4801,Relizane,غليزان,Relizane,غليزان
48,Relizane,4807,El H'madna,الحمادنة,El H'madna,الحمادنة
48,Relizane,4827,Ramka,الرمكة,Ramka,الرمكة
49,Timimoun,116,Tinerkouk,تنركوك,Tinerkouk,تنركوك
49,Timimoun,109,Timimoun,تيميمون,Timimoun,تيميمون
49,Timimoun,110,Ouled Said,أولاد السعيد,Timimoun,تيميمون
49,Timimoun,120,Metarfa,المطارفة,Aougrout,أوقروت
49,Timimoun,124,Talmine,طالمين,Charouine,شروين
49,Timimoun,127,Ouled Aissa,أولاد عيسى,Charouine,شروين
49,Timimoun,103,Charouine,شروين,Charouine,شروين
49,Timimoun,123,Aougrout,أوقروت,Aougrout,أوقروت
49,Timimoun,117,Deldoul,دلدول,Aougrout,أوقروت
49,Timimoun,107,Ksar Kaddour,قصر قدور,Tinerkouk,تنركوك
50,Bordj Badji Mokhtar,128,Timiaouine,تيمياوين,Bordj Badji Mokhtar,برج باجي مختار
50,Bordj Badji Mokhtar,125,Bordj Badji Mokhtar,برج باجي مختار,Bordj Badji Mokhtar,برج باجي مختار
51,Ouled Djellal,5106,Ras El Miaad,رأس الميعاد,Sidi Khaled,سيدي خالد
51,Ouled Djellal,5102,El Bachir,بسباس,Sidi Khaled,سيدي خالد
51,Ouled Djellal,5105,Sidi Khaled,سيدي خالد,Sidi Khaled,سيدي خالد
51,Ouled Djellal,5103,Doucen,الدوسن,Ouled Djellal,أولاد جلال
51,Ouled Djellal,5104,Chaïba,الشعيبة,Ouled Djellal,أولاد جلال
51,Ouled Djellal,5101,Ouled Djellal,أولاد جلال,Ouled Djellal,أولاد جلال
52,Béni Abbès,807,Beni-Abbes,بني عباس,Beni Abbes,بني عباس
52,Béni Abbès,820,Tamtert,تامترت,Beni Abbes,بني عباس
52,Béni Abbès,811,Igli,إقلي,Igli,إقلي
52,Béni Abbès,814,El Ouata,الواتة,El Ouata,الواتة
52,Béni Abbès,803,Ouled-Khodeir,أولاد خضير,Ouled Khodeir,أولاد خضير
52,Béni Abbès,818,Kerzaz,كرزاز,Kerzaz,كرزاز
52,Béni Abbès,805,Timoudi,تيمودي,Kerzaz,كرزاز
52,Béni Abbès,819,Ksabi,القصابي,Ouled Khodeir,أولاد خضير
